IES,TIPO DE IES,TIPO DE GESTION,DEPARTAMENTO/REGION,SEDE (DISTRITO),PROGRAMA ACADEMICO,MODALIDAD
3443,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,AREQUIPA,DIRECCION DE MARKETING Y GESTION COMERCIAL
3444,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,AREQUIPA,GESTION DE SISTEMAS DE INFORMACION
3445,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,DIRECCION DE EMPRESAS
3446,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ARQUITECTURA DE SISTEMAS DE INFORMACION
3447,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,DIRECCION DE EMPRESAS
3448,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,DIRECCION DE MARKETING Y GESTION COMERCIAL
3449,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,GESTION DE SISTEMAS DE INFORMACION
3450,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SANTIAGO DE SURCO,ARQUITECTURA DE SISTEMAS DE INFORMACION
3451,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SANTIAGO DE SURCO,DIRECCION DE EMPRESAS
3452,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SANTIAGO DE SURCO,DIRECCION DE MARKETING Y GESTION COMERCIAL
3453,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SANTIAGO DE SURCO,GESTION DE SISTEMAS DE INFORMACION
3454,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,VILLA EL SALVADOR,ARQUITECTURA DE SISTEMAS DE INFORMACION
3455,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,VILLA EL SALVADOR,DIRECCION DE EMPRESAS
3456,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,VILLA EL SALVADOR,DIRECCION DE MARKETING Y GESTION COMERCIAL
3457,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,ARTES VISUALES
3458,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,DIRECCION DE PROYECTOS VISUALES Y FOTOGRAFIA
3459,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,DISEÑO DE INTERIORES
3460,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,DISEÑO DE INTERIORES Y GESTION DE PROYECTOS
3461,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,DISEÑO GRAFICO
3462,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,DISEÑO GRAFICO Y GESTION DE PROYECTOS
3463,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,MARKETING
3464,EEST PRIVADA CORRIENTE ALTERNA,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,LA VICTORIA,MARKETING Y PUBLICIDAD
3465,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,ADMINISTRACION DE NEGOCIOS
3466,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3467,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3468,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,CONTABILIDAD
3469,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,DESARROLLO DE SISTEMAS DE LA INFORMACION
3470,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,DISEÑO GRAFICO
3471,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,DISEÑO Y GESTION DE MARCAS
3472,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,GESTION BANCARIA Y FINANCIERA
3473,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,"GESTION CONTABLE, FINANCIERA Y TRIBUTARIA"
3474,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,GESTION DE LA CADENA DE SUMINISTROS
3475,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,GESTION DE RECURSOS HUMANOS
3476,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,GESTION DE SISTEMAS DE INFORMACION
3477,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,GESTION ESTRATEGICA DE MARKETING
3478,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,GESTION ESTRATEGICA DE NEGOCIOS INTERNACIONALES
3479,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,GESTION LOGISTICA
3480,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,MARKETING
3481,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,CAYMA,PLANIFICACION DE PROCESOS ESTRATEGICOS DE RECURSOS HUMANOS
3482,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,ADMINISTRACION DE NEGOCIOS
3483,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3484,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3485,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,CONTABILIDAD
3486,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,DESARROLLO DE SISTEMAS DE LA INFORMACION
3487,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,DISEÑO GRAFICO
3488,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,DISEÑO Y GESTION DE MARCAS
3489,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,GESTION BANCARIA Y FINANCIERA
3490,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,"GESTION CONTABLE, FINANCIERA Y TRIBUTARIA"
3491,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,GESTION DE LA CADENA DE SUMINISTROS
3492,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,GESTION DE RECURSOS HUMANOS
3493,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,GESTION DE SISTEMAS DE INFORMACION
3494,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,GESTION ESTRATEGICA DE MARKETING
3495,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,GESTION ESTRATEGICA DE NEGOCIOS INTERNACIONALES
3496,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,GESTION LOGISTICA
3497,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,MARKETING
3498,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,CUSCO,CUSCO,PLANIFICACION DE PROCESOS ESTRATEGICOS DE RECURSOS HUMANOS
3499,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,ADMINISTRACION DE NEGOCIOS
3500,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3501,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3502,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,CONTABILIDAD
3503,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,DESARROLLO DE SISTEMAS DE LA INFORMACION
3504,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,DISEÑO GRAFICO
3505,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,DISEÑO Y GESTION DE MARCAS
3506,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,GESTION BANCARIA Y FINANCIERA
3507,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,"GESTION CONTABLE, FINANCIERA Y TRIBUTARIA"
3508,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,GESTION DE LA CADENA DE SUMINISTROS
3509,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,GESTION DE RECURSOS HUMANOS
3510,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,GESTION DE SISTEMAS DE INFORMACION
3511,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,GESTION ESTRATEGICA DE MARKETING
3512,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,GESTION ESTRATEGICA DE NEGOCIOS INTERNACIONALES
3513,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,GESTION LOGISTICA
3514,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,MARKETING
3515,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,ICA,ICA,PLANIFICACION DE PROCESOS ESTRATEGICOS DE RECURSOS HUMANOS
3516,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,ADMINISTRACION DE NEGOCIOS
3517,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3518,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3519,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,CONTABILIDAD
3520,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,DESARROLLO DE SISTEMAS DE LA INFORMACION
3521,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,DISEÑO GRAFICO
3522,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,DISEÑO Y GESTION DE MARCAS
3523,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,GESTION BANCARIA Y FINANCIERA
3524,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,"GESTION CONTABLE, FINANCIERA Y TRIBUTARIA"
3525,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,GESTION DE LA CADENA DE SUMINISTROS
3526,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,GESTION DE RECURSOS HUMANOS
3527,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,GESTION DE SISTEMAS DE INFORMACION
3528,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,GESTION ESTRATEGICA DE MARKETING
3529,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,GESTION ESTRATEGICA DE NEGOCIOS INTERNACIONALES
3530,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,GESTION LOGISTICA
3531,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,MARKETING
3532,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LAMBAYEQUE,CHICLAYO,PLANIFICACION DE PROCESOS ESTRATEGICOS DE RECURSOS HUMANOS
3533,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,ADMINISTRACION DE NEGOCIOS
3534,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3535,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3536,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,CONTABILIDAD
3537,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,DESARROLLO DE SISTEMAS DE LA INFORMACION
3538,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,DISEÑO GRAFICO
3539,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,DISEÑO Y GESTION DE MARCAS
3540,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,GESTION BANCARIA Y FINANCIERA
3541,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,"GESTION CONTABLE, FINANCIERA Y TRIBUTARIA"
3542,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,GESTION DE LA CADENA DE SUMINISTROS
3543,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,GESTION DE RECURSOS HUMANOS
3544,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,GESTION DE SISTEMAS DE INFORMACION
3545,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,GESTION ESTRATEGICA DE MARKETING
3546,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,GESTION ESTRATEGICA DE NEGOCIOS INTERNACIONALES
3547,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,GESTION LOGISTICA
3548,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,MARKETING
3549,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,ATE,PLANIFICACION DE PROCESOS ESTRATEGICOS DE RECURSOS HUMANOS
3550,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,ADMINISTRACION DE NEGOCIOS
3551,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3552,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3553,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,CONTABILIDAD
3554,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,DESARROLLO DE SISTEMAS DE LA INFORMACION
3555,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,DISEÑO GRAFICO
3556,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,DISEÑO Y GESTION DE MARCAS
3557,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,GESTION BANCARIA Y FINANCIERA
3558,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,"GESTION CONTABLE, FINANCIERA Y TRIBUTARIA"
3559,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,GESTION DE LA CADENA DE SUMINISTROS
3560,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,GESTION DE RECURSOS HUMANOS
3561,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,GESTION DE SISTEMAS DE INFORMACION
3562,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,GESTION ESTRATEGICA DE MARKETING
3563,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,GESTION ESTRATEGICA DE NEGOCIOS INTERNACIONALES
3564,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,GESTION LOGISTICA
3565,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,MARKETING
3566,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,CERCADO DE LIMA,PLANIFICACION DE PROCESOS ESTRATEGICOS DE RECURSOS HUMANOS
3567,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,ADMINISTRACION DE NEGOCIOS
3568,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3569,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3570,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,CONTABILIDAD
3571,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,DESARROLLO DE SISTEMAS DE LA INFORMACION
3572,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,DISEÑO GRAFICO
3573,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,DISEÑO Y GESTION DE MARCAS
3574,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,GESTION BANCARIA Y FINANCIERA
3575,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,"GESTION CONTABLE, FINANCIERA Y TRIBUTARIA"
3576,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,GESTION DE LA CADENA DE SUMINISTROS
3577,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,GESTION DE RECURSOS HUMANOS
3578,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,GESTION DE SISTEMAS DE INFORMACION
3579,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,GESTION ESTRATEGICA DE MARKETING
3580,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,GESTION ESTRATEGICA DE NEGOCIOS INTERNACIONALES
3581,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,GESTION LOGISTICA
3582,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,MARKETING
3583,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,INDEPENDENCIA,PLANIFICACION DE PROCESOS ESTRATEGICOS DE RECURSOS HUMANOS
3584,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION DE NEGOCIOS
3585,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION DE NEGOCIOS BANCARIOS Y FINANCIEROS
3586,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
3587,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,CONTABILIDAD
3588,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,DESARROLLO DE SISTEMAS DE LA INFORMACION
3589,EEST PRIVADA ZEGEL,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,DISEÑO GRAFICO
