IES,TIPO DE IES,TIPO DE GESTION,DEPARTAMENTO/REGION,SEDE (DISTRITO),PROGRAMA ACADEMICO,MODALIDAD
3293,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,COMAS,ECONOMIA
3294,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,COMAS,MARKETING INTERNACIONAL
3295,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,COMAS,NEGOCIOS INTERNACIONALES
3296,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION
3297,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION
3298,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION BANCARIA Y FINANCIERA
3299,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION Y GESTION EMPRESARIAL
3300,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION Y MARKETING
3301,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION Y MARKETING
3302,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION Y NEGOCIOS INTERNACIONALES
3303,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION Y NEGOCIOS INTERNACIONALES
3304,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ADMINISTRACION Y SERVICIOS TURISTICOS
3305,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ARQUITECTURA Y DISEÑO DE INTERIORES
3306,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ARQUITECTURA Y DISEÑO DE INTERIORES
3307,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ARQUITECTURA Y URBANISMO
3308,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ARQUITECTURA Y URBANISMO
3309,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,COMUNICACION AUDIOVISUAL EN MEDIOS DIGITALES
3310,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,COMUNICACION AUDIOVISUAL EN MEDIOS DIGITALES
3311,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,COMUNICACION Y DISEÑO GRAFICO
3312,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,COMUNICACION Y DISEÑO GRAFICO
3313,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,COMUNICACION Y MARKETING DIGITAL
3314,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,COMUNICACION Y PERIODISMO
3315,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,COMUNICACION Y PUBLICIDAD
3316,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,CONTABILIDAD Y FINANZAS
3317,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,CONTABILIDAD Y FINANZAS
3318,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,DERECHO
3319,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,DERECHO
3320,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,DISEÑO INDUSTRIAL
3321,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ECONOMIA
3322,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ECONOMIA Y NEGOCIOS INTERNACIONALES
3323,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,ENFERMERIA
3324,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA AMBIENTAL
3325,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA CIVIL
3326,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA CIVIL
3327,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA DE SISTEMAS COMPUTACIONALES
3328,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA DE SISTEMAS COMPUTACIONALES
3329,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA DE SISTEMAS Y REDES
3330,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA DE SOFTWARE
3331,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA ELECTRONICA
3332,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA EMPRESARIAL
3333,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA EN CIENCIAS DE DATOS
3334,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA INDUSTRIAL
3335,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA INDUSTRIAL
3336,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA MECATRONICA
3337,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,INGENIERIA MECATRONICA
3338,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,MARKETING INTERNACIONAL
3339,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,MEDICINA HUMANA
3340,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,NEGOCIOS INTERNACIONALES
3341,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,NUTRICION Y DIETETICA
3342,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,OBSTETRICIA
3343,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,PSICOLOGIA
3344,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,LOS OLIVOS,"TECNOLOGIA MEDICA, ESPECIALIDAD DE TERAPIA FISICA Y REHABILITACION"
3345,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION
3346,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION
3347,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION Y GESTION EMPRESARIAL
3348,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION Y MARKETING
3349,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION Y MARKETING
3350,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION Y NEGOCIOS INTERNACIONALES
3351,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION Y NEGOCIOS INTERNACIONALES
3352,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ADMINISTRACION Y SERVICIOS TURISTICOS
3353,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ARQUITECTURA Y DISEÑO DE INTERIORES
3354,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ARQUITECTURA Y DISEÑO DE INTERIORES
3355,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ARQUITECTURA Y URBANISMO
3356,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ARQUITECTURA Y URBANISMO
3357,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,COMUNICACION AUDIOVISUAL EN MEDIOS DIGITALES
3358,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,COMUNICACION AUDIOVISUAL EN MEDIOS DIGITALES
3359,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,COMUNICACION Y MARKETING DIGITAL
3360,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,COMUNICACION Y PERIODISMO
3361,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,COMUNICACION Y PUBLICIDAD
3362,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,CONTABILIDAD Y FINANZAS
3363,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,CONTABILIDAD Y FINANZAS
3364,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,DERECHO
3365,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,DERECHO
3366,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ECONOMIA Y NEGOCIOS INTERNACIONALES
3367,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,ENFERMERIA
3368,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA AMBIENTAL
3369,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA CIVIL
3370,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA CIVIL
3371,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA DE SISTEMAS COMPUTACIONALES
3372,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA DE SISTEMAS COMPUTACIONALES
3373,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA DE SISTEMAS Y REDES
3374,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA ELECTRONICA
3375,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA INDUSTRIAL
3376,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,INGENIERIA INDUSTRIAL
3377,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,MARKETING INTERNACIONAL
3378,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,NEGOCIOS INTERNACIONALES
3379,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,NUTRICION Y DIETETICA
3380,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,OBSTETRICIA
3381,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,PSICOLOGIA
3382,UNIVERSIDAD PRIVADA DEL NORTE S.A.C.,UNIVERSIDAD,PRIVADA,LIMA,SAN JUAN DE LURIGANCHO,"TECNOLOGIA MEDICA, ESPECIALIDAD DE TERAPIA FISICA Y REHABILITACION"
3383,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ADMINISTRACION
3384,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ADMINISTRACION HOTELERA
3385,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ADMINISTRACION Y EMPRENDIMIENTO
3386,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ADMINISTRACION Y FINANZAS CORPORATIVAS
3387,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,"ARQUITECTURA, URBANISMO Y TERRITORIO"
3388,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ARTE CULINARIO
3389,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ARTE Y DISEÑO EMPRESARIAL
3390,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,CIENCIA DE DATOS
3391,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,CIENCIAS DE LA ACTIVIDAD FISICA Y DEL DEPORTE
3392,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,COMUNICACIONES
3393,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,DERECHO
3394,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ECONOMIA Y FINANZAS
3395,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ECONOMIA Y NEGOCIOS INTERNACIONALES
3396,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,EDUCACION INICIAL
3397,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,EDUCACION SECUNDARIA CON ESPECIALIDAD EN INGLES
3398,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ENFERMERIA
3399,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,GESTION E INNOVACION EN GASTRONOMIA
3400,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA AGROINDUSTRIAL
3401,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA AMBIENTAL
3402,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA CIVIL
3403,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA DE SISTEMAS DE INFORMACION
3404,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA DE SOFTWARE
3405,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA EMPRESARIAL
3406,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA EN INDUSTRIAS ALIMENTARIAS
3407,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA INDUSTRIAL Y COMERCIAL
3408,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA MECATRONICA
3409,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INTERNATIONAL BUSINESS
3410,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,MARKETING
3411,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,MEDICINA HUMANA
3412,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,MUSICA
3413,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,NUTRICION Y DIETETICA
3414,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,PSICOLOGIA
3415,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,RELACIONES INTERNACIONALES
3416,UNIVERSIDAD PRIVADA SAN IGNACIO DE LOYOLA,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,TECNOLOGIA MEDICA EN TERAPIA FISICA Y REHABILITACION
3417,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,CUSCO,WANCHAQ,ADMINISTRACION HOTELERA DE NIVEL PROFESIONAL TECNICO
3418,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,CUSCO,WANCHAQ,ADMINISTRACION TURISTICA DEL NIVEL PROFESIONAL TECNICO
3419,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,CUSCO,WANCHAQ,GASTRONOMIA PERUANA E INTERNACIONAL DEL NIVEL PROFESIONAL TECNI
3420,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,CUSCO,WANCHAQ,GUIA OFICIAL DE TURISMO DE NIVEL PROFESIONAL TECNICO
3421,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LAMBAYEQUE,CHICLAYO,ADMINISTRACION HOTELERA DE NIVEL PROFESIONAL TECNICO
3422,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LAMBAYEQUE,CHICLAYO,ADMINISTRACION TURISTICA DEL NIVEL PROFESIONAL TECNICO
3423,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LAMBAYEQUE,CHICLAYO,GASTRONOMIA PERUANA E INTERNACIONAL DEL NIVEL PROFESIONAL TECNI
3424,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LAMBAYEQUE,CHICLAYO,GUIA OFICIAL DE TURISMO DE NIVEL PROFESIONAL TECNICO
3425,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LIMA,BARRANCO,ADMINISTRACION HOTELERA DE NIVEL PROFESIONAL TECNICO
3426,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LIMA,BARRANCO,ADMINISTRACION TURISTICA DEL NIVEL PROFESIONAL TECNICO
3427,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LIMA,BARRANCO,GASTRONOMIA PERUANA E INTERNACIONAL DEL NIVEL PROFESIONAL TECNI
3428,CENTRO DE FORMACION EN TURISMO - CENFOTUR,INSTITUTO DE EDUCACION SUPERIOR,PUBLICA/LEY,LIMA,BARRANCO,GUIA OFICIAL DE TURISMO DE NIVEL PROFESIONAL TECNICO
3429,EESP PUBLICA FILIBERTO GARCIA CUELLAR,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,AYACUCHO,CORACORA,EDUCACION FISICA
3430,EESP PUBLICA FILIBERTO GARCIA CUELLAR,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,AYACUCHO,CORACORA,EDUCACION INICIAL INTERCULTURAL BILINGÜE
3431,EESP PUBLICA FILIBERTO GARCIA CUELLAR,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,AYACUCHO,CORACORA,EDUCACION PRIMARIA INTERCULTURAL BILINGÜE
3432,EESP PUBLICA FILIBERTO GARCIA CUELLAR,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,AYACUCHO,CORACORA,"EDUCACION SECUNDARIA, ESPECIALIDAD CIENCIA Y TECNOLOGIA"
3433,EESP PUBLICA FILIBERTO GARCIA CUELLAR,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,AYACUCHO,CORACORA,"EDUCACION SECUNDARIA, ESPECIALIDAD COMUNICACION"
3434,EESP PUBLICA FILIBERTO GARCIA CUELLAR,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,AYACUCHO,CORACORA,"EDUCACION SECUNDARIA, ESPECIALIDAD MATEMATICA"
3435,EESP PUBLICA MANUEL GONZALEZ PRADA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,LIMA,VILLA EL SALVADOR,EDUCACION INICIAL
3436,EESP PUBLICA MANUEL GONZALEZ PRADA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,LIMA,VILLA EL SALVADOR,EDUCACION PRIMARIA
3437,EESP PUBLICA MANUEL GONZALEZ PRADA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,LIMA,VILLA EL SALVADOR,"EDUCACION SECUNDARIA, ESPECIALIDAD CIENCIA Y TECNOLOGIA"
3438,EESP PUBLICA MANUEL GONZALEZ PRADA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,LIMA,VILLA EL SALVADOR,"EDUCACION SECUNDARIA, ESPECIALIDAD CIUDADANIA Y CIENCIA SOCIALES"
3439,EESP PUBLICA MANUEL GONZALEZ PRADA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,LIMA,VILLA EL SALVADOR,"EDUCACION SECUNDARIA, ESPECIALIDAD COMUNICACION"
3440,EESP PUBLICA MANUEL GONZALEZ PRADA,ESCUELA DE EDUCACION SUPERIOR PEDAGOGICA,PUBLICA,LIMA,VILLA EL SALVADOR,"EDUCACION SECUNDARIA, ESPECIALIDAD MATEMATICA"
3441,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,AREQUIPA,ARQUITECTURA DE SISTEMAS DE INFORMACION
3442,EEST PRIVADA CERTUS,ESCUELA DE EDUCACION SUPERIOR TECNOLOGICA,PRIVADA,AREQUIPA,AREQUIPA,DIRECCION DE EMPRESAS
